Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10,Class_11,True_Label
0.046758875,1.18185,0.0033948522,0.0056292447,0.0071871122,0.10071392,0.34168065,0.95441216,9.933907,0.008496275,2.4151754,0.00079490326,5
6.5912246e-08,6.9034077e-06,3.22116e-08,5.1472423e-08,6.169358e-07,14.9714575,9.876089e-07,0.0055572744,0.021991936,4.296582e-06,0.0009825807,3.32284e-08,5
14.874862,0.008529615,0.013894387,0.011752298,0.00037882692,0.00018265455,0.069539495,0.0022630375,0.0015532122,0.00038907822,0.015498461,0.0011551171,0
0.001085076,0.06259023,0.017433105,0.00023082958,0.13227585,9.9500065,7.0974624e-05,0.046012588,0.6889182,0.0003022922,4.100812,0.00026194163,4
0.026686776,9.965185,0.007673592,0.01617045,0.17386733,0.16449118,0.11252697,0.7339651,1.6437597,0.032426905,2.1191628,0.004084183,4
0.008889136,0.020597324,0.0041980664,0.00029226433,0.0007490135,0.02054653,13.66764,0.0045083673,0.0048901956,4.101612e-05,1.2674457,0.00020001092,6
0.000102221464,13.304157,0.0012884468,3.10263e-05,3.5885438e-05,0.0012074544,0.004123588,1.6842662,8.8124114e-05,5.7276007e-05,0.0044574407,0.00018589273,1
0.07163042,5.398683e-06,6.1292467e-06,3.5897792e-05,2.8981347e-06,3.0402227e-06,14.879333,1.3402886e-05,0.000107586864,1.8454433e-05,0.04884416,1.4152158e-06,6
0.00031344077,1.8976216e-06,0.00023835214,2.2090674e-06,5.825595e-07,1.0594991e-05,5.9019672e-05,3.1255954e-06,3.209491e-06,1.7344108e-06,2.4349512e-05,14.999342,11
0.14569782,0.00039491034,0.0003465584,0.00014305723,1.3764888e-05,0.00022170637,14.777757,0.0003871418,0.0015127276,0.0006083327,0.07285071,6.6712026e-05,6
1.33825e-06,0.012961439,1.1637878e-06,1.0005001e-06,3.0058342e-07,0.013950364,6.428324e-06,0.00022559651,5.8163e-05,4.0887993e-05,14.972745,8.040972e-06,10
0.0034144658,0.019262087,0.00085822283,0.008100524,0.0001999911,0.0022203485,0.04081975,0.00382316,0.009894766,5.2097163,9.70152,0.00016810674,10
0.0004977917,0.00026549675,0.0001888082,0.0002062023,0.0002047682,10.836186,0.0048094806,0.80723023,2.9083874,0.0010563042,0.44092563,4.0198393e-05,5
2.3881028e-05,1.8881175e-05,14.9989805,1.3358607e-05,2.9669127e-07,1.3892867e-06,0.00020901022,2.6772593e-06,1.1280058e-05,7.2152175e-06,0.00061859505,0.00011296052,2
7.98655e-08,14.449314,8.102666e-09,4.0489817e-06,1.1417982e-05,5.464312e-05,6.6422767e-06,0.5505439,4.9543955e-06,1.437573e-06,5.565988e-05,5.9185585e-09,1
14.389346,0.00015094085,0.0014188761,5.8386777e-05,0.00017487447,0.07715644,0.51400554,0.0072104363,0.0012764339,0.0002100965,0.00767384,0.0013179305,0
13.099719,1.0653121e-05,0.010077002,0.00013067792,3.4658128e-06,5.2234212e-05,1.5539991,9.882514e-05,0.0002881344,0.0001625879,0.0018320185,0.3336274,0
0.21709749,0.0014540598,0.00045060707,9.321309e-05,6.426064e-06,0.00143065,1.2384481,0.0030833713,0.9097559,7.6044285e-05,12.628056,4.745523e-05,6
0.029946338,0.24915035,0.008533853,0.0047563952,0.013635833,3.9270291,0.07021929,0.49026212,0.40834484,0.005948592,9.790501,0.0016725044,8
0.00020126785,14.986724,0.0016309407,6.4097203e-06,3.3848507e-06,2.1859696e-06,0.00026260695,0.007380769,0.0004909018,6.630946e-06,0.0032782778,1.285397e-05,1
0.0064259507,0.014304485,0.0005575755,6.703112e-05,2.211207e-05,0.008150533,3.7395391,0.012849859,0.30478963,0.0004988307,10.912741,5.5950237e-05,6
0.00030845418,0.005299689,0.00013575291,9.6937794e-05,2.485025e-05,0.0024612304,0.00095783593,0.000517923,0.00054787577,0.00022457668,14.9891,0.0003224339,10
0.00046226633,1.6553442e-07,7.125251e-05,7.998707e-09,2.9732847e-09,1.2547832e-07,0.0007945748,1.7754921e-07,1.207496e-07,3.783163e-07,5.9851175e-07,14.998671,11
0.00023558497,0.14538833,7.781648e-05,3.5469373e-05,3.8969647e-05,0.19281255,0.09099387,0.018332785,0.027480468,0.0043849787,14.520195,2.2227587e-05,10
0.04663229,5.0193095,0.75476015,0.5777964,6.413483,0.24358258,0.2019216,1.3980032,0.085070066,0.0061096535,0.19714706,0.056184955,4
8.621909e-06,5.348968,6.0528755e-06,1.6625552e-05,6.162847e-06,0.011060345,4.68448e-05,9.616648,0.00084770995,2.1907486e-05,0.02234961,2.1487793e-05,1
4.983338e-10,14.980456,5.8336802e-08,2.963437e-09,1.9604862e-07,0.009680224,9.36548e-09,0.009842324,1.8979149e-07,1.342463e-10,2.2401398e-05,2.0490605e-08,1
0.000120580255,12.860466,7.959004e-06,8.316442e-05,2.2825787e-05,0.000159371,0.003050605,2.112928,0.00082936423,0.00084582303,0.0214786,9.16289e-06,1
0.15998468,0.0029384575,0.014102919,0.0060232915,0.0031261533,3.2853296,0.18206768,1.7119472,5.971279,0.008116266,3.6465027,0.008581488,7
1.7401861e-06,2.5495101e-08,9.909801e-07,2.3097897e-11,8.244136e-12,4.2254752e-07,2.9480143e-06,1.2066933e-07,1.6290027e-08,7.962181e-08,8.0590377e-07,14.999996,11
0.00022975888,11.357813,0.0008666563,0.005345266,0.71402186,0.423781,0.0011250995,2.4856098,0.0011941962,0.0001403986,0.00974848,0.00012618057,1
0.0051380442,8.794536,0.008669138,0.021160683,0.014520543,0.27508193,0.020115739,1.4434865,3.7357476,0.011050132,0.66977525,0.0007198125,1
0.023028191,0.001467511,0.0010039818,0.00010846085,9.9715864e-05,0.0010346816,12.155157,0.00012703745,0.0009296674,6.221542e-06,2.8170238,1.0980538e-05,6
4.2478855e-06,14.986409,9.549253e-06,8.08503e-06,7.2864455e-06,2.8886578e-05,0.00017923441,0.0048641935,0.0005329781,9.1935064e-05,0.00786537,1.6800483e-06,1
14.991335,7.044565e-05,0.00016311095,9.29078e-06,2.6498071e-06,1.379928e-05,0.007879988,0.00011497636,2.9223833e-05,3.8551218e-07,0.00034689115,3.1792602e-05,0
1.51414115e-05,0.0044923234,1.2577796,9.591898e-07,5.014608e-07,0.001583422,0.0001696008,0.0007858176,0.00012638514,3.518531e-05,0.0046854904,13.730322,11
1.46006505e-05,0.0008011981,4.8324557e-07,1.507167e-07,3.233266e-08,4.3624712e-07,0.0008052655,1.3061554e-05,0.00079288095,1.0910021e-06,14.997569,9.972784e-09,8
14.878621,0.0036068899,0.07957943,0.001420707,0.0053046197,0.0011456545,0.021642847,0.0035035764,0.0008900051,2.9245068e-05,0.003126123,0.0011285073,0
6.7036024e-05,3.4299894e-09,0.00024134462,1.8980433e-09,7.354644e-10,1.7070809e-08,2.9820976e-06,2.4187054e-08,5.59288e-09,2.2997573e-09,9.744404e-09,14.999686,11
3.0259327e-05,14.890394,9.4075585e-06,2.6335785e-05,1.8511766e-05,1.332446e-05,0.0004896026,0.106819786,5.401165e-05,2.7641541e-05,0.0021115635,1.7514885e-06,1
0.0018098375,0.00075733894,5.293855e-05,4.7341095e-05,8.312435e-06,0.00019849619,0.021855023,0.00010430886,0.019917563,7.7980956e-05,14.955167,4.1107796e-06,6
3.1619834e-07,5.973841e-05,1.0093905e-06,9.936389e-07,4.8375864e-07,12.409602,3.5237836e-06,2.5216165,0.022349127,9.141435e-05,0.046261396,1.27741905e-05,5
7.8452554,0.0001927297,0.012495475,0.009148517,9.790707e-05,1.8978015e-05,6.871413,4.121002e-05,0.0015283405,0.00023884275,0.25951198,5.560147e-05,0
0.017138978,1.3853145,0.031674907,0.0018928414,0.00016643642,0.28463203,0.025293453,0.031244857,10.023321,0.100628704,3.091432,0.0072600185,8
3.483919e-05,14.95182,0.00030727967,3.5943717e-06,1.4946444e-05,0.009009918,0.0026432797,0.015141755,0.0011508311,0.00022424015,0.019029101,0.00061995274,1
0.00028683705,0.006103304,4.1081807e-05,0.00010102941,7.1779514e-06,0.011454858,0.0007638228,0.00075753627,0.00076380535,0.0014702558,14.978138,0.00011380475,10
0.090009086,1.4302666,0.009416839,0.032384884,2.821168,1.2283809,1.3573338,2.2681568,1.7446786,0.015848625,3.9970925,0.0052629435,4
3.1716652e-06,3.463068e-06,5.616809e-07,9.0416286e-08,6.349277e-08,9.720012e-06,7.1968796e-05,3.6664548e-07,2.501074e-06,4.45912e-07,14.99991,5.509785e-08,10
0.0011512665,0.33566833,0.0003568808,0.00019900626,0.0010126536,13.672801,0.02491921,0.5138995,0.082171306,0.0064068967,0.35946354,0.0019498015,5
0.324585,2.1184907,0.09149239,0.29103595,0.8482638,2.074197,0.18141425,6.020665,1.1328666,0.1577434,1.4058108,0.35343462,9
0.00037303226,0.12795007,0.00066982786,6.908872e-05,1.8255605e-05,0.027746426,0.0029639944,0.011670463,0.00013344151,0.00028467548,14.816855,0.011264821,1
0.10396238,4.4929085,0.07910408,2.2179508,0.25701034,0.12520577,1.3002698,2.731125,0.6170284,0.061969295,2.9745708,0.03889413,3
0.0009884122,0.00016782127,0.00017994847,0.00072339305,3.1992433e-05,0.0033151621,0.0020815337,0.00036911896,0.0031796095,2.7743635,12.2143545,0.00024228806,9
3.944704e-05,13.686451,2.9459956e-05,2.7313488e-05,1.3362065e-05,0.001029667,0.0010977797,1.3000418,0.001051988,8.4633764e-05,0.010112543,1.8194567e-05,1
8.389164e-09,14.956826,9.189354e-08,3.7276095e-08,1.0763253e-08,0.00016119942,9.583982e-08,0.027832722,0.0017315524,9.2844266e-07,0.013449015,3.405647e-08,1
0.017415233,0.023780659,0.0034375475,0.11394695,13.495961,0.0037590493,0.35622138,0.0015094359,0.018573064,0.00057149306,0.9647816,4.1098283e-05,4
14.478735,5.863567e-07,5.927375e-05,2.9322993e-05,6.6087495e-07,6.1299824e-07,0.51930153,1.1379457e-06,2.0921404e-06,2.3585778e-06,5.697561e-05,0.0018150873,0
2.1151145e-08,8.311677e-06,1.2608024e-08,4.5440123e-09,1.7462216e-09,9.595167e-07,4.083133e-07,2.269387e-07,2.544344e-05,4.3858183e-08,14.999968,2.2582265e-10,10
0.0018467844,0.01927412,0.0016857163,0.0019476207,0.0044004684,12.123918,0.0010157017,2.4933817,0.30765745,0.0006698043,0.04194908,0.002252326,5
0.04135692,0.0036011238,0.022480045,14.627081,0.028448507,0.007876197,0.11147629,0.0008250196,0.010066046,0.012459123,0.13155785,0.0027696984,3
0.016979685,4.538112,0.053351134,0.009848583,0.12233644,1.3967658,0.037933815,6.848331,0.03728056,0.014060643,1.9116174,0.013382631,1
