Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10,Class_11,True_Label
0.3765929,1.1477363,0.028079238,0.006515838,0.0149143245,3.5507808,0.63537633,1.0737631,3.2249799,0.025262728,4.6789317,0.2370657,5
1.0987826e-06,3.56495e-05,5.1974433e-07,6.469495e-07,5.3080403e-06,14.820459,2.4712524e-06,0.026525732,0.15266934,3.3046813e-06,0.00029356027,5.209572e-07,5
13.413918,0.010614464,1.5614961,0.00014848298,0.00091799983,0.0025649378,0.0017518316,0.0015041033,0.0017475167,1.887117e-05,0.00010756271,0.0052120835,0
0.00037590117,0.011973846,0.00011957756,0.0010125132,0.3322333,13.719267,0.00013503806,0.14165893,0.44389433,0.0010517103,0.34812617,0.00015053137,4
0.008755626,0.008066486,0.0052075377,0.009414157,12.885691,1.8157698,0.0039280048,0.17987116,0.026366051,0.0016506533,0.0543729,0.00090554496,4
0.025225513,0.00026877245,7.676198e-05,2.401947e-06,1.1520002e-05,0.0018372241,14.405512,0.00014647968,0.015733797,0.00014938027,0.5509053,0.00012865369,6
0.00039267473,9.101971,4.9806073e-05,7.237864e-05,2.7476133e-05,0.005348376,0.0071279444,5.8743477,0.001435482,0.00012613661,0.008806578,0.00029472343,1
0.23337835,1.7261662e-05,0.00018299857,0.00011849368,1.9683719e-05,0.0013258599,12.749518,2.3655673e-05,0.4801606,0.0034126951,1.5318383,7.2274897e-06,6
6.6782115e-07,8.9862136e-09,6.2115014e-08,3.1097472e-10,5.175771e-11,2.5966783e-08,1.211123e-07,7.624334e-09,6.6003256e-09,4.50341e-09,3.9040135e-08,14.999999,11
1.4660488,0.008227998,0.0014415039,0.004637385,0.0015045581,0.013324168,13.337046,0.004432402,0.039923623,0.0075810896,0.09273524,0.02309708,6
2.7254639e-05,0.00064841646,1.2804061e-06,7.112357e-05,4.006528e-05,0.0070091225,0.00044419145,9.567629e-05,0.036843542,0.071613185,14.883198,7.666803e-06,10
5.19093e-06,5.7141937e-05,4.264061e-07,6.750353e-06,1.9741046e-07,0.00038165733,0.0009980089,6.834709e-06,0.34839582,0.06716803,14.582978,1.2375327e-07,10
0.0048507988,0.039359905,0.003264528,0.00086668774,0.004674504,13.967511,0.0003804285,0.58824563,0.2983863,0.00043874414,0.09111298,0.00091082306,5
0.04605295,0.03166275,11.0032215,0.00014877014,0.00018979619,0.01741424,0.0066835824,0.008851235,0.003979361,0.00023994528,0.0126021905,3.868955,2
2.5430484e-06,14.722437,7.099334e-07,5.7815914e-06,0.00029469986,0.06442039,4.9266382e-05,0.20809957,0.0011046457,2.221168e-06,0.0035822615,9.1327985e-07,1
10.9241905,0.0013323543,0.067001924,0.0002103665,0.000462461,1.5557666,0.05076898,0.095370494,0.040556937,0.00044566445,0.049623102,2.2142706,0
3.8098276,0.000824497,0.3445354,0.0008457115,0.0002911598,0.0013703463,0.054615125,0.0010788032,0.00591453,0.00030780883,0.0044579296,10.775929,0
3.3005152,7.706637e-05,0.0027983743,0.0015146397,0.0005919716,0.14249071,0.35199136,0.0021908737,5.1727486,0.0008012669,6.022913,0.0013671577,6
0.005223497,0.017894374,0.0016793527,0.00022802208,0.0013804629,14.517933,9.2003604e-05,0.44988382,0.0044383756,0.0001285616,0.000982923,0.00013311271,8
0.11603337,8.557118,0.037842166,0.018564053,0.099137716,2.6401622,0.1306021,2.4958282,0.27610922,0.021941923,0.52747023,0.07919084,1
0.23186134,0.00028958032,0.0014721848,0.0002530688,8.270528e-05,0.001880302,11.669575,0.0001805187,0.040101588,0.017387317,3.0362096,0.0007057868,6
3.763316e-07,4.196889e-05,1.0684427e-07,3.2379745e-07,1.3628558e-06,6.0848528e-05,2.0912414e-05,4.816347e-06,7.500659e-05,5.5849356e-05,14.999739,1.8079548e-06,10
0.00016980965,9.761961e-07,3.5770458e-06,9.327301e-08,2.8490199e-08,2.4311028e-06,4.459788e-06,1.2768356e-06,1.460633e-06,2.2957683e-07,3.8449466e-06,14.999813,11
1.5995859,0.19654998,0.05760523,0.08491685,0.072105,1.4975798,1.0255477,0.094394416,3.98445,0.21737984,6.0010366,0.16884862,10
0.02192569,0.022302467,0.0038761725,0.010049683,12.097849,2.510221,0.0037642883,0.20729916,0.052298438,0.0021362328,0.06776994,0.0005105451,4
0.0002742393,10.98227,0.0001224644,8.4997664e-05,8.618161e-05,0.050521646,0.001125761,3.9587758,0.002247055,2.1199829e-05,0.0029994394,0.0014707202,1
